Year,MonthNumber,Week,Date
2012,1,1,1/1/12 0:00
2012,1,1,1/2/12 0:00
2012,1,1,1/3/12 0:00
2012,1,1,1/4/12 0:00
2012,1,1,1/5/12 0:00
2012,1,1,1/6/12 0:00
2012,1,1,1/7/12 0:00
2012,1,2,1/8/12 0:00
2012,1,2,1/9/12 0:00
2012,1,2,1/10/12 0:00
2012,1,2,1/11/12 0:00
2012,1,2,1/12/12 0:00
2012,1,2,1/13/12 0:00
2012,1,2,1/14/12 0:00
2012,1,3,1/15/12 0:00
2012,1,3,1/16/12 0:00
2012,1,3,1/17/12 0:00
2012,1,3,1/18/12 0:00
2012,1,3,1/19/12 0:00
2012,1,3,1/20/12 0:00
2012,1,3,1/21/12 0:00
2012,1,4,1/22/12 0:00
2012,1,4,1/23/12 0:00
2012,1,4,1/24/12 0:00
2012,1,4,1/25/12 0:00
2012,1,4,1/26/12 0:00
2012,1,4,1/27/12 0:00
2012,1,4,1/28/12 0:00
2012,1,5,1/29/12 0:00
2012,1,5,1/30/12 0:00
2012,1,5,1/31/12 0:00
2012,2,5,2/1/12 0:00
2012,2,5,2/2/12 0:00
2012,2,5,2/3/12 0:00
2012,2,5,2/4/12 0:00
2012,2,6,2/5/12 0:00
2012,2,6,2/6/12 0:00
2012,2,6,2/7/12 0:00
2012,2,6,2/8/12 0:00
2012,2,6,2/9/12 0:00
2012,2,6,2/10/12 0:00
2012,2,6,2/11/12 0:00
2012,2,7,2/12/12 0:00
2012,2,7,2/13/12 0:00
2012,2,7,2/14/12 0:00
2012,2,7,2/15/12 0:00
2012,2,7,2/16/12 0:00
2012,2,7,2/17/12 0:00
2012,2,7,2/18/12 0:00
2012,2,8,2/19/12 0:00
2012,2,8,2/20/12 0:00
2012,2,8,2/21/12 0:00
2012,2,8,2/22/12 0:00
2012,2,8,2/23/12 0:00
2012,2,8,2/24/12 0:00
2012,2,8,2/25/12 0:00
2012,2,9,2/26/12 0:00
2012,2,9,2/27/12 0:00
2012,2,9,2/28/12 0:00
2012,2,9,2/29/12 0:00
2012,3,9,3/1/12 0:00
2012,3,9,3/2/12 0:00
2012,3,9,3/3/12 0:00
2012,3,10,3/4/12 0:00
2012,3,10,3/5/12 0:00
2012,3,10,3/6/12 0:00
2012,3,10,3/7/12 0:00
2012,3,10,3/8/12 0:00
2012,3,10,3/9/12 0:00
2012,3,10,3/10/12 0:00
2012,3,11,3/11/12 0:00
2012,3,11,3/12/12 0:00
2012,3,11,3/13/12 0:00
2012,3,11,3/14/12 0:00
2012,3,11,3/15/12 0:00
2012,3,11,3/16/12 0:00
2012,3,11,3/17/12 0:00
2012,3,12,3/18/12 0:00
2012,3,12,3/19/12 0:00
2012,3,12,3/20/12 0:00
2012,3,12,3/21/12 0:00
2012,3,12,3/22/12 0:00
2012,3,12,3/23/12 0:00
2012,3,12,3/24/12 0:00
2012,3,13,3/25/12 0:00
2012,3,13,3/26/12 0:00
2012,3,13,3/27/12 0:00
2012,3,13,3/28/12 0:00
2012,3,13,3/29/12 0:00
2012,3,13,3/30/12 0:00
2012,3,13,3/31/12 0:00
2012,4,14,4/1/12 0:00
2012,4,14,4/2/12 0:00
2012,4,14,4/3/12 0:00
2012,4,14,4/4/12 0:00
2012,4,14,4/5/12 0:00
2012,4,14,4/6/12 0:00
2012,4,14,4/7/12 0:00
2012,4,15,4/8/12 0:00
2012,4,15,4/9/12 0:00
2012,4,15,4/10/12 0:00
2012,4,15,4/11/12 0:00
2012,4,15,4/12/12 0:00
2012,4,15,4/13/12 0:00
2012,4,15,4/14/12 0:00
2012,4,16,4/15/12 0:00
2012,4,16,4/16/12 0:00
2012,4,16,4/17/12 0:00
2012,4,16,4/18/12 0:00
2012,4,16,4/19/12 0:00
2012,4,16,4/20/12 0:00
2012,4,16,4/21/12 0:00
2012,4,17,4/22/12 0:00
2012,4,17,4/23/12 0:00
2012,4,17,4/24/12 0:00
2012,4,17,4/25/12 0:00
2012,4,17,4/26/12 0:00
2012,4,17,4/27/12 0:00
2012,4,17,4/28/12 0:00
2012,4,18,4/29/12 0:00
2012,4,18,4/30/12 0:00
2012,5,18,5/1/12 0:00
2012,5,18,5/2/12 0:00
2012,5,18,5/3/12 0:00
2012,5,18,5/4/12 0:00
2012,5,18,5/5/12 0:00
2012,5,19,5/6/12 0:00
2012,5,19,5/7/12 0:00
2012,5,19,5/8/12 0:00
2012,5,19,5/9/12 0:00
2012,5,19,5/10/12 0:00
2012,5,19,5/11/12 0:00
2012,5,19,5/12/12 0:00
2012,5,20,5/13/12 0:00
2012,5,20,5/14/12 0:00
2012,5,20,5/15/12 0:00
2012,5,20,5/16/12 0:00
2012,5,20,5/17/12 0:00
2012,5,20,5/18/12 0:00
2012,5,20,5/19/12 0:00
2012,5,21,5/20/12 0:00
2012,5,21,5/21/12 0:00
2012,5,21,5/22/12 0:00
2012,5,21,5/23/12 0:00
2012,5,21,5/24/12 0:00
2012,5,21,5/25/12 0:00
2012,5,21,5/26/12 0:00
2012,5,22,5/27/12 0:00
2012,5,22,5/28/12 0:00
2012,5,22,5/29/12 0:00
2012,5,22,5/30/12 0:00
2012,5,22,5/31/12 0:00
2012,6,22,6/1/12 0:00
2012,6,22,6/2/12 0:00
2012,6,23,6/3/12 0:00
2012,6,23,6/4/12 0:00
2012,6,23,6/5/12 0:00
2012,6,23,6/6/12 0:00
2012,6,23,6/7/12 0:00
2012,6,23,6/8/12 0:00
2012,6,23,6/9/12 0:00
2012,6,24,6/10/12 0:00
2012,6,24,6/11/12 0:00
2012,6,24,6/12/12 0:00
2012,6,24,6/13/12 0:00
2012,6,24,6/14/12 0:00
2012,6,24,6/15/12 0:00
2012,6,24,6/16/12 0:00
2012,6,25,6/17/12 0:00
2012,6,25,6/18/12 0:00
2012,6,25,6/19/12 0:00
2012,6,25,6/20/12 0:00
2012,6,25,6/21/12 0:00
2012,6,25,6/22/12 0:00
2012,6,25,6/23/12 0:00
2012,6,26,6/24/12 0:00
2012,6,26,6/25/12 0:00
2012,6,26,6/26/12 0:00
2012,6,26,6/27/12 0:00
2012,6,26,6/28/12 0:00
2012,6,26,6/29/12 0:00
2012,6,26,6/30/12 0:00
2012,7,27,7/1/12 0:00
2012,7,27,7/2/12 0:00
2012,7,27,7/3/12 0:00
2012,7,27,7/4/12 0:00
2012,7,27,7/5/12 0:00
2012,7,27,7/6/12 0:00
2012,7,27,7/7/12 0:00
2012,7,28,7/8/12 0:00
2012,7,28,7/9/12 0:00
2012,7,28,7/10/12 0:00
2012,7,28,7/11/12 0:00
2012,7,28,7/12/12 0:00
2012,7,28,7/13/12 0:00
2012,7,28,7/14/12 0:00
2012,7,29,7/15/12 0:00
2012,7,29,7/16/12 0:00
2012,7,29,7/17/12 0:00
2012,7,29,7/18/12 0:00
2012,7,29,7/19/12 0:00
2012,7,29,7/20/12 0:00
2012,7,29,7/21/12 0:00
2012,7,30,7/22/12 0:00
2012,7,30,7/23/12 0:00
2012,7,30,7/24/12 0:00
2012,7,30,7/25/12 0:00
2012,7,30,7/26/12 0:00
2012,7,30,7/27/12 0:00
2012,7,30,7/28/12 0:00
2012,7,31,7/29/12 0:00
2012,7,31,7/30/12 0:00
2012,7,31,7/31/12 0:00
2012,8,31,8/1/12 0:00
2012,8,31,8/2/12 0:00
2012,8,31,8/3/12 0:00
2012,8,31,8/4/12 0:00
2012,8,32,8/5/12 0:00
2012,8,32,8/6/12 0:00
2012,8,32,8/7/12 0:00
2012,8,32,8/8/12 0:00
2012,8,32,8/9/12 0:00
2012,8,32,8/10/12 0:00
2012,8,32,8/11/12 0:00
2012,8,33,8/12/12 0:00
2012,8,33,8/13/12 0:00
2012,8,33,8/14/12 0:00
2012,8,33,8/15/12 0:00
2012,8,33,8/16/12 0:00
2012,8,33,8/17/12 0:00
2012,8,33,8/18/12 0:00
2012,8,34,8/19/12 0:00
2012,8,34,8/20/12 0:00
2012,8,34,8/21/12 0:00
2012,8,34,8/22/12 0:00
2012,8,34,8/23/12 0:00
2012,8,34,8/24/12 0:00
2012,8,34,8/25/12 0:00
2012,8,35,8/26/12 0:00
2012,8,35,8/27/12 0:00
2012,8,35,8/28/12 0:00
2012,8,35,8/29/12 0:00
2012,8,35,8/30/12 0:00
2012,8,35,8/31/12 0:00
2012,9,35,9/1/12 0:00
2012,9,36,9/2/12 0:00
2012,9,36,9/3/12 0:00
2012,9,36,9/4/12 0:00
2012,9,36,9/5/12 0:00
2012,9,36,9/6/12 0:00
2012,9,36,9/7/12 0:00
2012,9,36,9/8/12 0:00
2012,9,37,9/9/12 0:00
2012,9,37,9/10/12 0:00
2012,9,37,9/11/12 0:00
2012,9,37,9/12/12 0:00
2012,9,37,9/13/12 0:00
2012,9,37,9/14/12 0:00
2012,9,37,9/15/12 0:00
2012,9,38,9/16/12 0:00
2012,9,38,9/17/12 0:00
2012,9,38,9/18/12 0:00
2012,9,38,9/19/12 0:00
2012,9,38,9/20/12 0:00
2012,9,38,9/21/12 0:00
2012,9,38,9/22/12 0:00
2012,9,39,9/23/12 0:00
2012,9,39,9/24/12 0:00
2012,9,39,9/25/12 0:00
2012,9,39,9/26/12 0:00
2012,9,39,9/27/12 0:00
2012,9,39,9/28/12 0:00
2012,9,39,9/29/12 0:00
2012,9,40,9/30/12 0:00
2012,10,40,10/1/12 0:00
2012,10,40,10/2/12 0:00
2012,10,40,10/3/12 0:00
2012,10,40,10/4/12 0:00
2012,10,40,10/5/12 0:00
2012,10,40,10/6/12 0:00
2012,10,41,10/7/12 0:00
2012,10,41,10/8/12 0:00
2012,10,41,10/9/12 0:00
2012,10,41,10/10/12 0:00
2012,10,41,10/11/12 0:00
2012,10,41,10/12/12 0:00
2012,10,41,10/13/12 0:00
2012,10,42,10/14/12 0:00
2012,10,42,10/15/12 0:00
2012,10,42,10/16/12 0:00
2012,10,42,10/17/12 0:00
2012,10,42,10/18/12 0:00
2012,10,42,10/19/12 0:00
2012,10,42,10/20/12 0:00
2012,10,43,10/21/12 0:00
2012,10,43,10/22/12 0:00
2012,10,43,10/23/12 0:00
2012,10,43,10/24/12 0:00
2012,10,43,10/25/12 0:00
2012,10,43,10/26/12 0:00
2012,10,43,10/27/12 0:00
2012,10,44,10/28/12 0:00
2012,10,44,10/29/12 0:00
2012,10,44,10/30/12 0:00
2012,10,44,10/31/12 0:00
2012,11,44,11/1/12 0:00
2012,11,44,11/2/12 0:00
2012,11,44,11/3/12 0:00
2012,11,45,11/4/12 0:00
2012,11,45,11/5/12 0:00
2012,11,45,11/6/12 0:00
2012,11,45,11/7/12 0:00
2012,11,45,11/8/12 0:00
2012,11,45,11/9/12 0:00
2012,11,45,11/10/12 0:00
2012,11,46,11/11/12 0:00
2012,11,46,11/12/12 0:00
2012,11,46,11/13/12 0:00
2012,11,46,11/14/12 0:00
2012,11,46,11/15/12 0:00
2012,11,46,11/16/12 0:00
2012,11,46,11/17/12 0:00
2012,11,47,11/18/12 0:00
2012,11,47,11/19/12 0:00
2012,11,47,11/20/12 0:00
2012,11,47,11/21/12 0:00
2012,11,47,11/22/12 0:00
2012,11,47,11/23/12 0:00
2012,11,47,11/24/12 0:00
2012,11,48,11/25/12 0:00
2012,11,48,11/26/12 0:00
2012,11,48,11/27/12 0:00
2012,11,48,11/28/12 0:00
2012,11,48,11/29/12 0:00
2012,11,48,11/30/12 0:00
2012,12,48,12/1/12 0:00
2012,12,49,12/2/12 0:00
2012,12,49,12/3/12 0:00
2012,12,49,12/4/12 0:00
2012,12,49,12/5/12 0:00
2012,12,49,12/6/12 0:00
2012,12,49,12/7/12 0:00
2012,12,49,12/8/12 0:00
2012,12,50,12/9/12 0:00
2012,12,50,12/10/12 0:00
2012,12,50,12/11/12 0:00
2012,12,50,12/12/12 0:00
2012,12,50,12/13/12 0:00
2012,12,50,12/14/12 0:00
2012,12,50,12/15/12 0:00
2012,12,51,12/16/12 0:00
2012,12,51,12/17/12 0:00
2012,12,51,12/18/12 0:00
2012,12,51,12/19/12 0:00
2012,12,51,12/20/12 0:00
2012,12,51,12/21/12 0:00
2012,12,51,12/22/12 0:00
2012,12,52,12/23/12 0:00
2012,12,52,12/24/12 0:00
2012,12,52,12/25/12 0:00
2012,12,52,12/26/12 0:00
2012,12,52,12/27/12 0:00
2012,12,52,12/28/12 0:00
2012,12,52,12/29/12 0:00
2012,12,53,12/30/12 0:00
2012,12,53,12/31/12 0:00
2013,1,1,1/1/13 0:00
2013,1,1,1/2/13 0:00
2013,1,1,1/3/13 0:00
2013,1,1,1/4/13 0:00
2013,1,1,1/5/13 0:00
2013,1,2,1/6/13 0:00
2013,1,2,1/7/13 0:00
2013,1,2,1/8/13 0:00
2013,1,2,1/9/13 0:00
2013,1,2,1/10/13 0:00
2013,1,2,1/11/13 0:00
2013,1,2,1/12/13 0:00
2013,1,3,1/13/13 0:00
2013,1,3,1/14/13 0:00
2013,1,3,1/15/13 0:00
2013,1,3,1/16/13 0:00
2013,1,3,1/17/13 0:00
2013,1,3,1/18/13 0:00
2013,1,3,1/19/13 0:00
2013,1,4,1/20/13 0:00
2013,1,4,1/21/13 0:00
2013,1,4,1/22/13 0:00
2013,1,4,1/23/13 0:00
2013,1,4,1/24/13 0:00
2013,1,4,1/25/13 0:00
2013,1,4,1/26/13 0:00
2013,1,5,1/27/13 0:00
2013,1,5,1/28/13 0:00
2013,1,5,1/29/13 0:00
2013,1,5,1/30/13 0:00
2013,1,5,1/31/13 0:00
2013,2,5,2/1/13 0:00
2013,2,5,2/2/13 0:00
2013,2,6,2/3/13 0:00
2013,2,6,2/4/13 0:00
2013,2,6,2/5/13 0:00
2013,2,6,2/6/13 0:00
2013,2,6,2/7/13 0:00
2013,2,6,2/8/13 0:00
2013,2,6,2/9/13 0:00
2013,2,7,2/10/13 0:00
2013,2,7,2/11/13 0:00
2013,2,7,2/12/13 0:00
2013,2,7,2/13/13 0:00
2013,2,7,2/14/13 0:00
2013,2,7,2/15/13 0:00
2013,2,7,2/16/13 0:00
2013,2,8,2/17/13 0:00
2013,2,8,2/18/13 0:00
2013,2,8,2/19/13 0:00
2013,2,8,2/20/13 0:00
2013,2,8,2/21/13 0:00
2013,2,8,2/22/13 0:00
2013,2,8,2/23/13 0:00
2013,2,9,2/24/13 0:00
2013,2,9,2/25/13 0:00
2013,2,9,2/26/13 0:00
2013,2,9,2/27/13 0:00
2013,2,9,2/28/13 0:00
2013,3,9,3/1/13 0:00
2013,3,9,3/2/13 0:00
2013,3,10,3/3/13 0:00
2013,3,10,3/4/13 0:00
2013,3,10,3/5/13 0:00
2013,3,10,3/6/13 0:00
2013,3,10,3/7/13 0:00
2013,3,10,3/8/13 0:00
2013,3,10,3/9/13 0:00
2013,3,11,3/10/13 0:00
2013,3,11,3/11/13 0:00
2013,3,11,3/12/13 0:00
2013,3,11,3/13/13 0:00
2013,3,11,3/14/13 0:00
2013,3,11,3/15/13 0:00
2013,3,11,3/16/13 0:00
2013,3,12,3/17/13 0:00
2013,3,12,3/18/13 0:00
2013,3,12,3/19/13 0:00
2013,3,12,3/20/13 0:00
2013,3,12,3/21/13 0:00
2013,3,12,3/22/13 0:00
2013,3,12,3/23/13 0:00
2013,3,13,3/24/13 0:00
2013,3,13,3/25/13 0:00
2013,3,13,3/26/13 0:00
2013,3,13,3/27/13 0:00
2013,3,13,3/28/13 0:00
2013,3,13,3/29/13 0:00
2013,3,13,3/30/13 0:00
2013,3,14,3/31/13 0:00
2013,4,14,4/1/13 0:00
2013,4,14,4/2/13 0:00
2013,4,14,4/3/13 0:00
2013,4,14,4/4/13 0:00
2013,4,14,4/5/13 0:00
2013,4,14,4/6/13 0:00
2013,4,15,4/7/13 0:00
2013,4,15,4/8/13 0:00
2013,4,15,4/9/13 0:00
2013,4,15,4/10/13 0:00
2013,4,15,4/11/13 0:00
2013,4,15,4/12/13 0:00
2013,4,15,4/13/13 0:00
2013,4,16,4/14/13 0:00
2013,4,16,4/15/13 0:00
2013,4,16,4/16/13 0:00
2013,4,16,4/17/13 0:00
2013,4,16,4/18/13 0:00
2013,4,16,4/19/13 0:00
2013,4,16,4/20/13 0:00
2013,4,17,4/21/13 0:00
2013,4,17,4/22/13 0:00
2013,4,17,4/23/13 0:00
2013,4,17,4/24/13 0:00
2013,4,17,4/25/13 0:00
2013,4,17,4/26/13 0:00
2013,4,17,4/27/13 0:00
2013,4,18,4/28/13 0:00
2013,4,18,4/29/13 0:00
2013,4,18,4/30/13 0:00
2013,5,18,5/1/13 0:00
2013,5,18,5/2/13 0:00
2013,5,18,5/3/13 0:00
2013,5,18,5/4/13 0:00
2013,5,19,5/5/13 0:00
2013,5,19,5/6/13 0:00
2013,5,19,5/7/13 0:00
2013,5,19,5/8/13 0:00
2013,5,19,5/9/13 0:00
2013,5,19,5/10/13 0:00
2013,5,19,5/11/13 0:00
2013,5,20,5/12/13 0:00
2013,5,20,5/13/13 0:00
2013,5,20,5/14/13 0:00
2013,5,20,5/15/13 0:00
2013,5,20,5/16/13 0:00
2013,5,20,5/17/13 0:00
2013,5,20,5/18/13 0:00
2013,5,21,5/19/13 0:00
2013,5,21,5/20/13 0:00
2013,5,21,5/21/13 0:00
2013,5,21,5/22/13 0:00
2013,5,21,5/23/13 0:00
2013,5,21,5/24/13 0:00
2013,5,21,5/25/13 0:00
2013,5,22,5/26/13 0:00
2013,5,22,5/27/13 0:00
2013,5,22,5/28/13 0:00
2013,5,22,5/29/13 0:00
2013,5,22,5/30/13 0:00
2013,5,22,5/31/13 0:00
2013,6,22,6/1/13 0:00
2013,6,23,6/2/13 0:00
2013,6,23,6/3/13 0:00
2013,6,23,6/4/13 0:00
2013,6,23,6/5/13 0:00
2013,6,23,6/6/13 0:00
2013,6,23,6/7/13 0:00
2013,6,23,6/8/13 0:00
2013,6,24,6/9/13 0:00
2013,6,24,6/10/13 0:00
2013,6,24,6/11/13 0:00
2013,6,24,6/12/13 0:00
2013,6,24,6/13/13 0:00
2013,6,24,6/14/13 0:00
2013,6,24,6/15/13 0:00
2013,6,25,6/16/13 0:00
2013,6,25,6/17/13 0:00
2013,6,25,6/18/13 0:00
2013,6,25,6/19/13 0:00
2013,6,25,6/20/13 0:00
2013,6,25,6/21/13 0:00
2013,6,25,6/22/13 0:00
2013,6,26,6/23/13 0:00
2013,6,26,6/24/13 0:00
2013,6,26,6/25/13 0:00
2013,6,26,6/26/13 0:00
2013,6,26,6/27/13 0:00
2013,6,26,6/28/13 0:00
2013,6,26,6/29/13 0:00
2013,6,27,6/30/13 0:00
2013,7,27,7/1/13 0:00
2013,7,27,7/2/13 0:00
2013,7,27,7/3/13 0:00
2013,7,27,7/4/13 0:00
2013,7,27,7/5/13 0:00
2013,7,27,7/6/13 0:00
